"Date","Price","Open","High","Low","Vol.","Change %"
"10/11/2023","4,105.0","4,140.0","4,141.0","4,105.0","785.90K","0.00%"
"10/10/2023","4,105.0","4,070.0","4,135.0","4,070.0","773.70K","0.79%"
"10/06/2023","4,073.0","4,100.0","4,118.0","4,068.0","580.40K","-0.46%"
"10/05/2023","4,092.0","4,064.0","4,099.0","4,007.0","876.70K","1.31%"
"10/04/2023","4,039.0","3,941.0","4,085.0","3,936.0","1.42M","0.92%"
"10/03/2023","4,002.0","4,058.0","4,064.0","3,986.0","1.15M","-2.08%"
"10/02/2023","4,087.0","4,150.0","4,202.0","4,087.0","995.70K","0.02%"
"09/29/2023","4,086.0","4,119.0","4,124.0","4,047.0","1.41M","0.91%"
"09/28/2023","4,049.0","4,073.0","4,075.0","4,009.0","1.05M","-1.32%"
"09/27/2023","4,103.0","4,050.0","4,103.0","4,026.0","1.06M","1.03%"
"09/26/2023","4,061.0","4,161.0","4,163.0","4,061.0","1.63M","-2.50%"
"09/25/2023","4,165.0","4,121.0","4,174.0","4,107.0","1.14M","-0.57%"
"09/22/2023","4,189.0","4,129.0","4,218.0","4,120.0","840.00K","0.99%"
"09/21/2023","4,148.0","4,229.0","4,233.0","4,144.0","1.26M","-2.17%"
"09/20/2023","4,240.0","4,300.0","4,301.0","4,233.0","1.06M","-1.74%"
"09/19/2023","4,315.0","4,305.0","4,336.0","4,289.0","961.70K","-0.58%"
"09/15/2023","4,340.0","4,373.0","4,373.0","4,325.0","2.19M","0.25%"
"09/14/2023","4,329.0","4,331.0","4,348.0","4,307.0","845.90K","0.60%"
"09/13/2023","4,303.0","4,324.0","4,324.0","4,286.0","753.90K","-0.49%"
"09/12/2023","4,324.0","4,299.0","4,324.0","4,245.0","1.36M","0.89%"
"09/11/2023","4,286.0","4,303.0","4,321.0","4,280.0","772.00K","-0.33%"
"09/08/2023","4,300.0","4,391.0","4,417.0","4,300.0","2.46M","-3.37%"
"09/07/2023","4,450.0","4,530.0","4,530.0","4,443.0","1.78M","-2.20%"
"09/06/2023","4,550.0","4,540.0","4,558.0","4,521.0","740.60K","0.04%"
"09/05/2023","4,548.0","4,558.0","4,559.0","4,518.0","521.80K","0.22%"
"09/04/2023","4,538.0","4,522.0","4,538.0","4,491.0","624.20K","0.69%"
"09/01/2023","4,507.0","4,480.0","4,525.0","4,465.0","651.50K","0.18%"
"08/31/2023","4,499.0","4,450.0","4,520.0","4,443.0","1.33M","-0.33%"
"08/30/2023","4,514.0","4,525.0","4,541.0","4,501.0","794.00K","-0.31%"
"08/29/2023","4,528.0","4,545.0","4,563.0","4,520.0","620.80K","-0.02%"
"08/28/2023","4,529.0","4,502.0","4,543.0","4,498.0","507.60K","1.34%"
"08/25/2023","4,469.0","4,425.0","4,480.0","4,425.0","558.80K","-0.58%"
"08/24/2023","4,495.0","4,495.0","4,516.0","4,476.0","790.10K","-1.03%"
"08/23/2023","4,542.0","4,478.0","4,552.0","4,461.0","539.10K","1.38%"
"08/22/2023","4,480.0","4,470.0","4,520.0","4,449.0","479.70K","0.31%"
"08/21/2023","4,466.0","4,477.0","4,492.0","4,442.0","435.50K","-0.07%"
"08/18/2023","4,469.0","4,420.0","4,476.0","4,402.0","541.00K","0.22%"
"08/17/2023","4,459.0","4,468.0","4,474.0","4,417.0","645.10K","-0.62%"
"08/16/2023","4,487.0","4,532.0","4,539.0","4,479.0","725.10K","-2.03%"
"08/15/2023","4,580.0","4,607.0","4,617.0","4,574.0","514.70K","0.07%"
"08/14/2023","4,577.0","4,697.0","4,717.0","4,570.0","715.40K","-1.14%"
"08/10/2023","4,630.0","4,579.0","4,646.0","4,576.0","782.90K","0.48%"
"08/09/2023","4,608.0","4,550.0","4,623.0","4,523.0","821.50K","1.01%"
"08/08/2023","4,562.0","4,637.0","4,656.0","4,542.0","1.09M","-2.40%"
"08/07/2023","4,674.0","4,500.0","4,681.0","4,442.0","1.36M","4.33%"
"08/04/2023","4,480.0","4,650.0","4,655.0","4,480.0","2.66M","-3.90%"
"08/03/2023","4,662.0","4,906.0","4,924.0","4,650.0","3.14M","-14.57%"
"08/02/2023","5,457.0","5,450.0","5,529.0","5,409.0","600.80K","-1.21%"
"08/01/2023","5,524.0","5,530.0","5,560.0","5,500.0","502.90K","0.44%"
"07/31/2023","5,500.0","5,505.0","5,560.0","5,468.0","655.70K","0.84%"
"07/28/2023","5,454.0","5,334.0","5,487.0","5,289.0","918.50K","-0.62%"
"07/27/2023","5,488.0","5,394.0","5,511.0","5,341.0","770.50K","2.66%"
"07/26/2023","5,346.0","5,307.0","5,349.0","5,279.0","336.10K","-0.09%"
"07/25/2023","5,351.0","5,333.0","5,364.0","5,323.0","451.50K","0.36%"
"07/24/2023","5,332.0","5,323.0","5,363.0","5,301.0","402.60K","1.68%"
"07/21/2023","5,244.0","5,224.0","5,300.0","5,186.0","408.80K","-0.55%"
"07/20/2023","5,273.0","5,371.0","5,380.0","5,266.0","321.90K","-1.79%"
"07/19/2023","5,369.0","5,341.0","5,369.0","5,293.0","344.90K","1.53%"
"07/18/2023","5,288.0","5,274.0","5,320.0","5,259.0","345.80K","0.42%"
"07/14/2023","5,266.0","5,259.0","5,349.0","5,223.0","662.90K","0.15%"
"07/13/2023","5,258.0","5,195.0","5,278.0","5,153.0","351.20K","1.51%"
"07/12/2023","5,180.0","5,265.0","5,279.0","5,168.0","357.60K","-1.67%"
"07/11/2023","5,268.0","5,286.0","5,326.0","5,236.0","350.80K","0.29%"
"07/10/2023","5,253.0","5,250.0","5,297.0","5,206.0","597.30K","-0.32%"
"07/07/2023","5,270.0","5,276.0","5,346.0","5,249.0","641.70K","-1.84%"
"07/06/2023","5,369.0","5,447.0","5,453.0","5,325.0","494.10K","-2.04%"
"07/05/2023","5,481.0","5,480.0","5,520.0","5,453.0","395.30K","-1.26%"
"07/04/2023","5,551.0","5,595.0","5,610.0","5,538.0","402.60K","0.23%"
"07/03/2023","5,538.0","5,525.0","5,598.0","5,519.0","400.60K","0.58%"
"06/30/2023","5,506.0","5,470.0","5,513.0","5,434.0","580.00K","-0.11%"
"06/29/2023","5,512.0","5,549.0","5,585.0","5,489.0","496.80K","-0.56%"
"06/28/2023","5,543.0","5,463.0","5,544.0","5,432.0","478.20K","1.73%"
"06/27/2023","5,449.0","5,475.0","5,475.0","5,378.0","503.10K","-0.57%"
"06/26/2023","5,480.0","5,535.0","5,542.0","5,444.0","382.30K","-1.01%"
"06/23/2023","5,536.0","5,709.0","5,741.0","5,491.0","511.00K","-2.84%"
"06/22/2023","5,698.0","5,650.0","5,733.0","5,646.0","490.70K","0.72%"
"06/21/2023","5,657.0","5,635.0","5,685.0","5,601.0","376.30K","-0.68%"
"06/20/2023","5,696.0","5,697.0","5,722.0","5,652.0","463.10K","-0.47%"
"06/19/2023","5,723.0","5,789.0","5,789.0","5,681.0","423.30K","-0.64%"
"06/16/2023","5,760.0","5,801.0","5,818.0","5,691.0","818.80K","-1.27%"
"06/15/2023","5,834.0","5,805.0","5,876.0","5,795.0","480.00K","0.59%"
"06/14/2023","5,800.0","5,718.0","5,847.0","5,698.0","592.70K","2.24%"
"06/13/2023","5,673.0","5,639.0","5,695.0","5,632.0","505.60K","1.61%"
"06/12/2023","5,583.0","5,591.0","5,639.0","5,520.0","381.20K","0.13%"
"06/09/2023","5,576.0","5,618.0","5,625.0","5,520.0","967.70K","0.54%"
"06/08/2023","5,546.0","5,660.0","5,681.0","5,515.0","621.00K","-2.39%"
"06/07/2023","5,682.0","5,800.0","5,837.0","5,681.0","745.00K","-1.27%"
"06/06/2023","5,755.0","5,652.0","5,767.0","5,625.0","498.80K","1.14%"
"06/05/2023","5,690.0","5,609.0","5,699.0","5,609.0","502.20K","2.52%"
"06/02/2023","5,550.0","5,520.0","5,560.0","5,510.0","449.10K","0.54%"
"06/01/2023","5,520.0","5,490.0","5,540.0","5,440.0","511.30K","-0.18%"
"05/31/2023","5,530.0","5,540.0","5,560.0","5,450.0","1.55M","-1.95%"
"05/30/2023","5,640.0","5,650.0","5,680.0","5,590.0","465.70K","-0.53%"
"05/29/2023","5,670.0","5,660.0","5,720.0","5,640.0","616.50K","1.98%"
"05/26/2023","5,560.0","5,610.0","5,610.0","5,550.0","488.70K","0.18%"
"05/25/2023","5,550.0","5,540.0","5,620.0","5,520.0","741.80K","-0.54%"
"05/24/2023","5,580.0","5,630.0","5,650.0","5,580.0","573.10K","-1.06%"
"05/23/2023","5,640.0","5,700.0","5,750.0","5,620.0","654.80K","-0.70%"
"05/22/2023","5,680.0","5,560.0","5,680.0","5,530.0","533.60K","1.79%"
"05/19/2023","5,580.0","5,590.0","5,600.0","5,550.0","414.00K","1.45%"
"05/18/2023","5,500.0","5,500.0","5,540.0","5,470.0","501.80K","0.92%"
"05/17/2023","5,450.0","5,500.0","5,510.0","5,430.0","525.70K","-0.73%"
"05/16/2023","5,490.0","5,420.0","5,540.0","5,390.0","796.10K","1.86%"
"05/15/2023","5,390.0","5,360.0","5,390.0","5,300.0","447.10K","1.51%"
"05/12/2023","5,310.0","5,400.0","5,400.0","5,300.0","768.00K","0.00%"
"05/11/2023","5,310.0","5,380.0","5,430.0","5,290.0","538.20K","-1.12%"
"05/10/2023","5,370.0","5,340.0","5,380.0","5,320.0","666.40K","-0.56%"
"05/09/2023","5,400.0","5,350.0","5,410.0","5,340.0","422.20K","0.93%"
"05/08/2023","5,350.0","5,390.0","5,400.0","5,330.0","386.90K","-0.37%"
"05/02/2023","5,370.0","5,420.0","5,420.0","5,350.0","444.20K","-0.56%"
"05/01/2023","5,400.0","5,360.0","5,400.0","5,340.0","478.10K","1.31%"
"04/28/2023","5,330.0","5,240.0","5,340.0","5,220.0","641.80K","2.11%"
"04/27/2023","5,220.0","5,150.0","5,230.0","5,130.0","631.10K","1.16%"
"04/26/2023","5,160.0","5,200.0","5,210.0","5,130.0","506.50K","-1.90%"
"04/25/2023","5,260.0","5,280.0","5,300.0","5,250.0","342.70K","-0.38%"
"04/24/2023","5,280.0","5,260.0","5,290.0","5,230.0","286.10K","1.15%"
"04/21/2023","5,220.0","5,240.0","5,260.0","5,210.0","362.50K","-0.57%"
"04/20/2023","5,250.0","5,210.0","5,250.0","5,160.0","458.70K","0.19%"
"04/19/2023","5,240.0","5,260.0","5,310.0","5,240.0","599.60K","-1.50%"
"04/18/2023","5,320.0","5,310.0","5,340.0","5,250.0","453.70K","0.76%"
"04/17/2023","5,280.0","5,230.0","5,300.0","5,230.0","350.40K","0.76%"
"04/14/2023","5,240.0","5,290.0","5,290.0","5,210.0","758.20K","0.19%"
"04/13/2023","5,230.0","5,200.0","5,250.0","5,180.0","415.70K","0.38%"
"04/12/2023","5,210.0","5,190.0","5,230.0","5,150.0","500.80K","0.58%"
"04/11/2023","5,180.0","5,170.0","5,210.0","5,140.0","657.20K","1.77%"
"04/10/2023","5,090.0","5,070.0","5,130.0","5,070.0","388.40K","0.99%"
"04/07/2023","5,040.0","5,030.0","5,060.0","5,010.0","285.70K","0.60%"
"04/06/2023","5,010.0","5,030.0","5,070.0","4,995.0","611.50K","-0.99%"
"04/05/2023","5,060.0","5,110.0","5,170.0","5,040.0","614.50K","-2.69%"
"04/04/2023","5,200.0","5,110.0","5,220.0","5,100.0","599.90K","1.76%"
"04/03/2023","5,110.0","5,120.0","5,140.0","5,080.0","604.90K","0.39%"
"03/31/2023","5,090.0","5,110.0","5,140.0","5,070.0","885.80K","0.39%"
"03/30/2023","5,070.0","5,040.0","5,080.0","5,020.0","560.80K","0.60%"
"03/29/2023","5,040.0","4,970.0","5,060.0","4,930.0","596.10K","1.72%"
"03/28/2023","4,955.0","4,970.0","4,980.0","4,940.0","305.60K","-0.10%"
"03/27/2023","4,960.0","4,975.0","4,980.0","4,935.0","359.10K","0.00%"
"03/24/2023","4,960.0","4,960.0","4,965.0","4,925.0","392.30K","0.00%"
"03/23/2023","4,960.0","4,905.0","4,975.0","4,895.0","350.70K","0.10%"
"03/22/2023","4,955.0","4,960.0","4,975.0","4,900.0","527.30K","1.85%"
"03/20/2023","4,865.0","4,880.0","4,950.0","4,865.0","422.80K","-0.61%"
"03/17/2023","4,895.0","4,920.0","4,930.0","4,850.0","602.10K","0.93%"
"03/16/2023","4,850.0","4,785.0","4,850.0","4,760.0","529.20K","-0.72%"
"03/15/2023","4,885.0","4,930.0","4,940.0","4,855.0","486.60K","-0.71%"
"03/14/2023","4,920.0","4,940.0","4,965.0","4,895.0","635.90K","-2.19%"
"03/13/2023","5,030.0","5,090.0","5,120.0","4,995.0","559.80K","-2.33%"
"03/10/2023","5,150.0","5,150.0","5,190.0","5,120.0","1.01M","-1.34%"
"03/09/2023","5,220.0","5,230.0","5,280.0","5,210.0","518.20K","-0.19%"
"03/08/2023","5,230.0","5,190.0","5,240.0","5,160.0","407.50K","0.19%"
"03/07/2023","5,220.0","5,260.0","5,300.0","5,210.0","675.30K","-1.14%"
"03/06/2023","5,280.0","5,290.0","5,320.0","5,250.0","556.80K","0.76%"
"03/03/2023","5,240.0","5,160.0","5,270.0","5,130.0","976.40K","1.95%"
"03/02/2023","5,140.0","5,080.0","5,150.0","5,080.0","756.80K","0.00%"
"03/01/2023","5,140.0","5,100.0","5,140.0","5,080.0","515.20K","-0.58%"
"02/28/2023","5,170.0","5,120.0","5,180.0","5,110.0","1.16M","1.17%"
"02/27/2023","5,110.0","5,100.0","5,140.0","5,080.0","533.30K","-0.97%"
"02/24/2023","5,160.0","5,060.0","5,160.0","5,040.0","603.70K","2.99%"
"02/22/2023","5,010.0","5,080.0","5,100.0","4,975.0","609.80K","-1.96%"
"02/21/2023","5,110.0","5,010.0","5,140.0","4,995.0","633.40K","3.13%"
"02/20/2023","4,955.0","4,955.0","4,970.0","4,930.0","468.30K","0.10%"
"02/17/2023","4,950.0","4,965.0","4,985.0","4,935.0","450.60K","-1.00%"
"02/16/2023","5,000.0","5,010.0","5,030.0","4,985.0","309.50K","0.40%"
"02/15/2023","4,980.0","4,980.0","5,000.0","4,950.0","394.70K","-0.40%"
"02/14/2023","5,000.0","5,020.0","5,030.0","4,960.0","339.10K","0.81%"
"02/13/2023","4,960.0","5,010.0","5,020.0","4,920.0","318.70K","-1.39%"
